"Name","n_pixels","boot_1","boot_2","boot_3","boot_4","boot_5","boot_6","boot_7","boot_8","boot_9","boot_10","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"1301",26333,3.07683006217988,3.09028602954461,2.39001191546876,2.40606315154676,2.43609925280503,3.10564852965954,2.39087484887659,2.42429553127924,3.1050761824993,3.1005195816656,2.75257050855253,0.343430819292024,0.124767310492119,2.43609925280503,0.124767310492119,3.10564852965954
"1302",27173,2.46498115156935,2.45156515969652,2.44563779979397,2.45820785474692,2.43219511320372,2.46301879566267,2.43408116374687,2.42302188753827,2.44493630810461,2.44300416370475,2.44606493977677,0.0130412765589365,0.00533153325035052,2.44493630810461,0.00533153325035052,2.46498115156935
"1303",27137,2.99915136776275,2.29883408309799,2.3580694566993,2.32430949376311,2.33329545674238,2.346613622818,3.01044265844961,3.00187622519629,3.03928621193871,2.99541316744582,2.6707291743914,0.338992595874634,0.126928854907905,2.3580694566993,0.126928854907905,3.03928621193871
"1304",29450,2.36227471879136,2.37469752812854,3.02928178856353,2.3600523988139,3.05443067874528,3.02856884714214,3.05552422333558,2.40113355396876,2.39284440188985,3.05830996770528,2.71171181070842,0.333845335477589,0.12311239496736,2.40113355396876,0.12311239496736,3.05830996770528
"1305",30928,2.45248361751139,2.46751719095343,2.45977348256777,2.46646868988305,2.45259906358067,2.451608079677,2.48875483417664,2.44428691858456,2.46348714457585,2.48083096212446,2.46278099836348,0.0131247425442455,0.00532923656344876,2.45977348256777,0.00532923656344876,2.48875483417664
"1306",22596,2.55941820967711,2.54776437706971,2.55114676269371,2.5315131821932,2.52336673957419,2.53624920858433,2.5290436847674,2.52870232046237,2.5473401045627,2.54907415702986,2.54036187466146,0.0114321867397119,0.00450021977330904,2.53624920858433,0.00450021977330904,2.55941820967711
"1307",24216,2.40995907654321,3.09309722591253,3.08147486484889,3.07568585908533,3.08368288479797,2.41406668000147,2.37983595403402,3.058444499282,2.41071968203822,2.41571467540276,2.74226814019464,0.336438001700365,0.122686033786793,2.41571467540276,0.122686033786793,3.09309722591253
"1308",25760,2.36347311550765,2.38033807237004,3.05086373084499,3.04577307327901,2.38352133680025,3.05694790801948,3.02032598108879,3.05273472208432,3.04499722022748,2.37459992821202,2.7773575088434,0.328293464198396,0.118203530929336,2.7773575088434,0.118203530929336,3.05694790801948
"1309",26135,3.02230702976049,2.36600896087732,3.06120616820494,3.03594167705328,3.02495999533999,3.0485033073548,3.05313544138869,3.02300693978459,3.03550256134968,3.02899768859174,2.96995697697055,0.201713651625378,0.0679180382710906,3.02495999533999,0.0679180382710906,3.06120616820494
"1310",30899,2.39746826306139,3.0715183964234,2.39159463298137,2.37885243064637,2.39032964517112,3.06485732929804,2.38903343632193,2.37501137604635,2.35376130624164,2.38403026352152,2.51964570797131,0.274513535579799,0.108949260092929,2.38903343632193,0.108949260092929,3.0715183964234
"1311",27139,2.44025630852765,2.43568965582539,2.41983967534663,3.10470858829222,2.42687841882268,3.12876551766074,3.1020798858491,2.43280973126488,3.10702670406614,3.11542449653069,2.77134789821861,0.340359039564719,0.122813537695321,2.44025630852765,0.122813537695321,3.12876551766074
"1312",24562,3.06275583478261,2.37449707534574,2.36034939013665,2.3742257919361,2.40827780083502,3.06176188666363,2.38949264935115,3.05784184297903,2.38414421392108,2.37283747499219,2.58461839609432,0.31195279686833,0.12069588196839,2.38414421392108,0.12069588196839,3.06275583478261
