"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"50m","phy_faith","Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","yeojohnson",74,0.273596379138693,0.237171417993336,0.0748549786778147,5.82563634953155,0.0183394534859892,5.35268883013117e-08,0.666152706341755,0.478501217095631,0.044466390901243,0.273596379138693
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.351984292043169,0.336956682710107,0.123892941845131,10.1817371859052,0.00210224532802153,0.512393531220324,57.1107778462464,1.94667352573676e-08,0.322688249287066,0.351984292043169
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","log",74,0.373965591405183,0.336956682710107,0.139850263555028,11.7063559393489,0.00103013853598896,0.0026597901839502,4.48465694492288,0.000241990450303616,0.26152550462139,0.373965591405183
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","log1p",74,0.37391484362248,0.336956682710107,0.139812310281224,11.7026626404514,0.00103189622881113,0.00264467492611361,4.49457044568035,0.000229830315964346,0.262069119640995,0.37391484362248
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","sqrt",74,0.365601646985222,0.336956682710107,0.133664564278307,11.108686348517,0.00135934597453506,0.0182224119665064,8.80097270542925,1.89612669701074e-06,0.298614212543092,0.365601646985222
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","power_0.25",74,0.370466567646276,0.336956682710107,0.137245477743613,11.4536338467358,0.00115789072466194,0.0024537162479855,3.02518530877065,2.24501199518907e-05,0.282378273715879,0.370466567646276
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","power_0.5",74,0.365601646985222,0.336956682710107,0.133664564278307,11.108686348517,0.00135934597453506,0.0182224119665064,8.80097270542925,1.89612669701074e-06,0.298614212543092,0.365601646985222
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","power_2",74,0.313388684534822,0.336956682710107,0.0982124675944663,7.84142318749824,0.00655133605538942,219.877205719884,-14559.4365878708,1.05506946066382e-11,0.332154282894363,0.313388684534822
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","boxcox",74,0.369398027805729,0.336956682710107,0.136454902946771,11.377232116416,0.00119966671893208,1.18787273832603e-06,0.666035428159393,0.643617048927875,0.0903389346674538,0.369398027805729
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","yeojohnson",74,0.369629753083723,0.336956682710107,0.136626154364759,11.3937701078087,0.00119049308668403,1.16891924665048e-06,0.666043651692165,0.64753487123244,0.0922766160657905,0.369629753083723
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","identity",74,0.360603687623416,0.336956682710107,0.130035019527606,10.7619520511088,0.00159876621851607,119.275037962716,-470.49456107173,2.76463822523671e-08,0.32277467972088,0.360603687623416
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","log",74,0.383300432833043,0.336956682710107,0.146919221809998,12.3999792760116,0.000749316530025663,0.619432643114778,1.74437909383572,0.000355140054126256,0.253975034052195,0.383300432833043
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","log1p",74,0.383239632807699,0.336956682710107,0.14687261615458,12.3953685737578,0.000750894406167628,0.61589836518569,1.76994043219066,0.000337373103614573,0.254562759006834,0.383239632807699
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","sqrt",74,0.374469278284174,0.336956682710107,0.14022724037867,11.7430579118499,0.00101283938616383,4.24085042590501,-9.95728232109088,2.83413942470873e-06,0.295361577346577,0.374469278284174
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","power_0.25",74,0.379539364905488,0.336956682710107,0.144050129512861,12.1170756402163,0.000852804331848356,0.571177627083547,0.498617291789635,3.1789856604943e-05,0.276295706142661,0.379539364905488
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","power_0.5",74,0.374469278284174,0.336956682710107,0.14022724037867,11.7430579118499,0.00101283938616383,4.24085042590501,-9.95728232109088,2.83413942470873e-06,0.295361577346577,0.374469278284174
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","power_2",74,0.32201711662882,0.336956682710107,0.103695023401939,8.32980054766303,0.00514395526078723,51335.1575175087,-241774.231516046,1.53759572474298e-11,0.331607777865315,0.32201711662882
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","boxcox",74,0.381377970839408,0.336956682710107,0.145449156641576,12.2547878333801,0.000800694589600562,0.000278657021620333,0.66480087504396,0.709463907358129,0.0787780063168646,0.381377970839408
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log","yeojohnson",74,0.381566507491113,0.336956682710107,0.145592999638975,12.2689724798332,0.000795518017230754,0.000274174385328608,0.664828990884702,0.713467547666269,0.0808944728095749,0.381566507491113
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","identity",74,0.360593268101501,0.336956682710107,0.130027505000121,10.7612371814238,0.00159930272356717,119.824104824573,-474.011675336696,2.76239535570505e-08,0.322817544071944,0.360593268101501
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","log",74,0.383285118288628,0.336956682710107,0.146907481901527,12.3988177981993,0.00074971368732106,0.62227723685388,1.72615029826743,0.000354829160802826,0.254041005728973,0.383285118288628
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","log1p",74,0.383224376093625,0.336956682710107,0.146860922432348,12.3942117916765,0.000751290820598476,0.618726818059793,1.7518151673928,0.000337080875455518,0.254628555567358,0.383224376093625
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","sqrt",74,0.374457092029235,0.336956682710107,0.140218113770991,11.7421689770541,0.00101325479733384,4.26035707734101,-10.082251263416,2.82997417701183e-06,0.295412205357434,0.374457092029235
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.25",74,0.379525784342361,0.336956682710107,0.144039820980684,12.1160625982522,0.000853200426769925,0.573803015802118,0.481795793965733,3.17505598611882e-05,0.276356118474134,0.379525784342361
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.5",74,0.374457092029235,0.336956682710107,0.140218113770991,11.7421689770541,0.00101325479733384,4.26035707734101,-10.082251263416,2.82997417701183e-06,0.295412205357434,0.374457092029235
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","power_2",74,0.322006712565734,0.336956682710107,0.103688322937391,8.32920003447713,0.0051454768991822,51571.2960360926,-243287.034870312,1.53606894731794e-11,0.331683529948586,0.322006712565734
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","boxcox",74,0.381346442402064,0.336956682710107,0.145425109132721,12.2524169261861,0.000801563232906191,0.000279924728131126,0.664792738397246,0.709446767013183,0.078846635323082,0.381346442402064
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","log1p","yeojohnson",74,0.381535218058462,0.336956682710107,0.145569122618939,12.2666175884105,0.000796375008541875,0.000275421882570739,0.664820984149256,0.713463924238826,0.0809624095901524,0.381535218058462
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","identity",74,0.357481474009661,0.336956682710107,0.12779300426012,10.5492117715973,0.00176698247695395,15.807739440562,-63.1033759895854,2.3948111760432e-08,0.324624527296531,0.357481474009661
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","log",74,0.379793370996467,0.336956682710107,0.14424300465286,12.1360344016738,0.000845426602789471,0.0820538546471802,3.86067526648031,0.000303912274224536,0.259221460492465,0.379793370996467
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","log1p",74,0.379737935775339,0.336956682710107,0.144200899866915,12.1318949608656,0.000847031784495123,0.0815867155804031,3.87414683696055,0.000288874091885223,0.259788110299379,0.379737935775339
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","sqrt",74,0.371217999518926,0.336956682710107,0.137802803166833,11.507578387467,0.00112930548496126,0.56203403586983,4.5277981672115,2.34994034730492e-06,0.298273567987104,0.371217999518926
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.25",74,0.376176446117932,0.336956682710107,0.141508718613917,11.8680619839865,0.000956146598001851,0.0756837756191903,2.4497318408584,2.73977147736999e-05,0.280847674595343,0.376176446117932
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.5",74,0.371217999518926,0.336956682710107,0.137802803166833,11.507578387467,0.00112930548496126,0.56203403586983,4.5277981672115,2.34994034730492e-06,0.298273567987104,0.371217999518926
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","power_2",74,0.318850263565904,0.336956682710107,0.101665490576047,8.14831807604628,0.00562592257128619,6795.47080951703,-66319.5931452798,1.30760312699236e-11,0.335523769022869,0.318850263565904
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","boxcox",74,0.376410866166586,0.336956682710107,0.141685140168276,11.8853005692059,0.000948590659724249,3.67682845688016e-05,0.665754987904211,0.688415865744653,0.0852510940551588,0.376410866166586
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","sqrt","yeojohnson",74,0.376622653198459,0.336956682710107,0.141844622902241,11.9008901202724,0.000941810834660702,3.61792782757907e-05,0.665767719769549,0.691867489308041,0.0872831846952799,0.376622653198459
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","identity",74,0.359353604870352,0.336956682710107,0.129135013333317,10.6764206878804,0.00166430332641817,123.159659849272,-302.213599914002,2.5943877809014e-08,0.324149556086203,0.359353604870352
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","log",74,0.38185279634116,0.336956682710107,0.145811558073563,12.290534109335,0.000787715618269501,0.639407651503935,2.61906931125846,0.000334148170061329,0.256953123859139,0.38185279634116
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","log1p",74,0.381794749842081,0.336956682710107,0.145767231006977,12.2861601819306,0.000789291951604092,0.635763605568509,2.63962402648213,0.000317446249101836,0.257530614992178,0.381794749842081
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","sqrt",74,0.373154189095208,0.336956682710107,0.139244048839302,11.6474030797123,0.00105856971418602,4.37877024303671,-3.9732620084773,2.58985703478905e-06,0.297267993668168,0.373154189095208
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.25",74,0.378166620999177,0.336956682710107,0.143009993237935,12.0149820089911,0.000893697390522508,0.589691176415381,1.3048087395677,2.94781672705932e-05,0.278938539942794,0.378166620999177
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.5",74,0.373154189095208,0.336956682710107,0.139244048839302,11.6474030797123,0.00105856971418602,4.37877024303671,-3.9732620084773,2.58985703478905e-06,0.297267993668168,0.373154189095208
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_2",74,0.320733550468994,0.336956682710107,0.102870010396447,8.2559281646768,0.00533471504978935,52979.4455477557,-169242.548011104,1.43061307738711e-11,0.33454339512909,0.320733550468994
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","boxcox",74,0.379169124973599,0.336956682710107,0.143769225333235,12.0894792972391,0.00086366283453185,0.000287061155449154,0.665196567019616,0.701620679962458,0.082183431769258,0.379169124973599
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.25","yeojohnson",74,0.379369658802668,0.336956682710107,0.143921338020091,12.1044207707279,0.000857766043438915,0.000282453070739075,0.66521828059523,0.706368148701421,0.0842592305752478,0.379369658802668
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","identity",74,0.357481474009661,0.336956682710107,0.12779300426012,10.5492117715973,0.00176698247695395,15.807739440562,-63.1033759895854,2.3948111760432e-08,0.324624527296531,0.357481474009661
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","log",74,0.379793370996467,0.336956682710107,0.14424300465286,12.1360344016738,0.000845426602789471,0.0820538546471802,3.86067526648031,0.000303912274224536,0.259221460492465,0.379793370996467
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","log1p",74,0.379737935775339,0.336956682710107,0.144200899866915,12.1318949608656,0.000847031784495123,0.0815867155804031,3.87414683696055,0.000288874091885223,0.259788110299379,0.379737935775339
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","sqrt",74,0.371217999518926,0.336956682710107,0.137802803166833,11.507578387467,0.00112930548496126,0.56203403586983,4.5277981672115,2.34994034730492e-06,0.298273567987104,0.371217999518926
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.25",74,0.376176446117932,0.336956682710107,0.141508718613917,11.8680619839865,0.000956146598001851,0.0756837756191903,2.4497318408584,2.73977147736999e-05,0.280847674595343,0.376176446117932
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.5",74,0.371217999518926,0.336956682710107,0.137802803166833,11.507578387467,0.00112930548496126,0.56203403586983,4.5277981672115,2.34994034730492e-06,0.298273567987104,0.371217999518926
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_2",74,0.318850263565904,0.336956682710107,0.101665490576047,8.14831807604628,0.00562592257128619,6795.47080951703,-66319.5931452798,1.30760312699236e-11,0.335523769022869,0.318850263565904
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","boxcox",74,0.376410866166586,0.336956682710107,0.141685140168276,11.8853005692059,0.000948590659724249,3.67682845688016e-05,0.665754987904211,0.688415865744653,0.0852510940551588,0.376410866166586
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_0.5","yeojohnson",74,0.376622653198459,0.336956682710107,0.141844622902241,11.9008901202724,0.000941810834660702,3.61792782757907e-05,0.665767719769549,0.691867489308041,0.0872831846952799,0.376622653198459
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","identity",74,0.335065922824408,0.336956682710107,0.112269172638173,9.1056660203755,0.00352134497522881,0.00101272909043942,117.895021498293,1.18848135745441e-08,0.30303205268582,0.335065922824408
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","log",74,0.356635568306265,0.336956682710107,0.127188928581132,10.4920791654884,0.00181521948575828,5.26651174795333e-06,4.79974347513405,0.000152550169587576,0.250550720009893,0.356635568306265
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","log1p",74,0.356591493567064,0.336956682710107,0.127157493284389,10.4891082251784,0.00181776497069223,5.23664627460032e-06,4.80786345163086,0.000144812407821546,0.251017076783809,0.356591493567064
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","sqrt",74,0.348517216752763,0.336956682710107,0.121464250373092,9.95454770119098,0.00234202742337237,3.6066551803469e-05,10.960330661545,1.19730340485601e-06,0.283650373417072,0.348517216752763
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.25",74,0.353271343563462,0.336956682710107,0.124800642183134,10.2669707843477,0.00201900241658558,4.85809939012366e-06,3.31587706242863,1.3532136201088e-05,0.268907253409316,0.353271343563462
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.5",74,0.348517216752763,0.336956682710107,0.121464250373092,9.95454770119098,0.00234202742337237,3.6066551803469e-05,10.960330661545,1.19730340485601e-06,0.283650373417072,0.348517216752763
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","power_2",74,0.296703582366445,0.336956682710107,0.0880330157890816,6.9502265395037,0.010259082711832,0.432217509172775,11633.1231342327,6.30994217760306e-12,0.312210807590394,0.296703582366445
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","boxcox",74,0.350661072263872,0.336956682710107,0.122963187601249,10.0946156217496,0.00219102720657845,2.34123801900453e-09,0.666176645417189,0.5109625166379,0.0953983923684486,0.350661072263872
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","power_2","yeojohnson",74,0.350920885280765,0.336956682710107,0.123145467726235,10.1116814134464,0.00217333408160204,2.30414322976398e-09,0.666182603647712,0.515146846260623,0.096902520017631,0.350920885280765
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","identity",74,0.358411771649852,0.336956682710107,0.128458998057183,10.6122922954852,0.00171526756269247,43152.7923033167,-38950.3626523789,3.19132852727734e-08,0.297102679250673,0.358411771649852
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","log",74,0.382007258388625,0.336956682710107,0.145929545461592,12.3021786052922,0.000783534908658101,224.715811523046,-198.646409767373,0.000382034435551205,0.240235410843134,0.382007258388625
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","log1p",74,0.381933463201575,0.336956682710107,0.145873170313147,12.2966143873472,0.000785529746684189,223.425935383835,-197.470485380268,0.000363223852654763,0.240722510690741,0.381933463201575
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","sqrt",74,0.372534829050644,0.336956682710107,0.13878219885579,11.6025450290753,0.00108074797614577,1535.71590310892,-1379.39450630421,3.30108175955951e-06,0.271538906812849,0.372534829050644
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.25",74,0.377877423698211,0.336956682710107,0.142791347340795,11.9935525343147,0.000902536015688943,207.001048422976,-184.091927997581,3.6919449333993e-05,0.256357157415135,0.377877423698211
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.5",74,0.372534829050644,0.336956682710107,0.13878219885579,11.6025450290753,0.00108074797614577,1535.71590310892,-1379.39450630421,3.30108175955951e-06,0.271538906812849,0.372534829050644
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","power_2",74,0.32027963684429,0.336956682710107,0.102579045777108,8.22990733746273,0.00540365600788794,18585425.4563817,-16814811.2364099,1.78095463149379e-11,0.306893587020947,0.32027963684429
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","boxcox",74,0.383963405596935,0.336956682710107,0.147427896837601,12.4503353240557,0.000732305679631019,0.102120153807737,0.573719901664016,0.600111099289816,0.0605465498705614,0.383963405596935
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","boxcox","yeojohnson",74,0.38409309285663,0.336956682710107,0.147527503980146,12.4602029228672,0.000729019455203844,0.100461663898908,0.575227453286329,0.606192458023149,0.0628088755169315,0.38409309285663
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","identity",74,0.3577019833328,0.336956682710107,0.127950708880201,10.564140276457,0.00175459916712242,74149.4995716789,-61520.6304838353,3.17329235790009e-08,0.294087664848705,0.3577019833328
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log",74,0.381365001545778,0.336956682710107,0.145439264403996,12.2538125154842,0.00080105180440193,386.245194887244,-316.276117141047,0.000378159467199675,0.238242895152562,0.381365001545778
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log1p",74,0.381290147773079,0.336956682710107,0.145382176788801,12.2481844451387,0.000803116341124451,384.026943637932,-314.424003453076,0.000359930855514652,0.23873312162542,0.381290147773079
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","sqrt",74,0.371840647184204,0.336956682710107,0.138265466898351,11.5524134571348,0.00110610481846025,2639.13192423703,-2182.87951973985,3.28605604134227e-06,0.268434036807955,0.371840647184204
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.25",74,0.377204684542589,0.336956682710107,0.142283374040858,11.9438082705765,0.000923404274538995,355.761473588881,-292.419303325069,3.67752863983448e-05,0.25446186780039,0.377204684542589
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.5",74,0.371840647184204,0.336956682710107,0.138265466898351,11.5524134571348,0.00110610481846025,2639.13192423703,-2182.87951973985,3.28605604134227e-06,0.268434036807955,0.371840647184204
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_2",74,0.319631845553349,0.336956682710107,0.102164516691822,8.19286532840935,0.00550340687275475,31934010.2788484,-26534449.7883581,1.77806228662457e-11,0.304203593767912,0.319631845553349
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","boxcox",74,0.383657323444151,0.336956682710107,0.147192941832366,12.4270685970884,0.000740115153552498,0.175681227082092,0.520134785484582,0.590013860636214,0.058923327199593,0.383657323444151
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","yeojohnson","yeojohnson",74,0.383781995161817,0.336956682710107,0.147288619810381,12.4365416865777,0.000736925147805499,0.172825851065063,0.522514430367593,0.595656156406441,0.0611936194128966,0.383781995161817
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.27182203942987,0.287315808959645,0.0738872211198138,5.74431110545646,0.0191401335572798,0.0109247380844179,122.405230838584,1.06156605807055e-09,0.17001831083067,0.27182203942987
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","log",74,0.31031835420148,0.287315808959645,0.0962974809543154,7.67223558924284,0.00712834890389414,6.09353358601733e-05,4.80727313384568,5.9506970992676e-06,0.116982073263145,0.31031835420148
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","log1p",74,0.310154512709459,0.287315808959645,0.0961958217540423,7.66327411733452,0.00716035773500609,6.05652769864778e-05,4.81544505527362,5.6446684499171e-06,0.117512634990624,0.310154512709459
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","sqrt",74,0.292805444689031,0.287315808959645,0.085735028439541,6.75178666979997,0.0113518861939347,0.000402923759044662,11.0674289353883,6.53019115349883e-08,0.152114167099659,0.292805444689031
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","power_0.25",74,0.30205256879684,0.287315808959645,0.0912357543167696,7.228469145888,0.00890927913655202,5.52336650804123e-05,3.32659310433626,5.97607980910159e-07,0.13692826264136,0.30205256879684
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","power_0.5",74,0.292805444689031,0.287315808959645,0.085735028439541,6.75178666979997,0.0113518861939347,0.000402923759044662,11.0674289353883,6.53019115349883e-08,0.152114167099659,0.292805444689031
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","power_2",74,0.224732751130877,0.287315808959645,0.0505048094308527,3.8297679810697,0.0542276788281726,4.35320658730021,14752.6235216922,1.51883817120652e-12,0.181369010187063,0.224732751130877
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","boxcox",74,0.337877933774098,0.287315808959645,0.114161498131477,9.27892369560422,0.0032382891266607,2.99972321552737e-08,0.666168760211168,0.224546492219309,-0.0606442096965456,0.337877933774098
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","yeojohnson",74,0.337789000679522,0.287315808959645,0.114101408980054,9.27341067006948,0.00324692063681589,2.94923312113829e-08,0.666174957782469,0.214481661969928,-0.0587143003803269,0.337789000679522
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","identity",74,0.278997164341037,0.287315808959645,0.0778394177103397,6.07750773865115,0.0160765481304067,47.855731074812,-226.847311744076,2.56154789939916e-09,0.214674637971435,0.278997164341037
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","log",74,0.312351571713351,0.287315808959645,0.0975635043518005,7.78400734811156,0.00674146791315005,0.261766002176327,2.90144727434097,1.35972749467661e-05,0.155933474321855,0.312351571713351
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","log1p",74,0.312196027769327,0.287315808959645,0.0974663597549462,7.77541976213843,0.00677039819677374,0.26018411317542,2.92112934961479,1.29208865145741e-05,0.15647800137901,0.312196027769327
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","sqrt",74,0.296998741696719,0.287315808959645,0.0882082525694345,6.9653999423623,0.0101802031402794,1.74423957912201,-1.64377509377224,1.64190697454383e-07,0.193453984648859,0.296998741696719
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","power_0.25",74,0.3050517020508,0.287315808959645,0.0930565409240899,7.38752882496249,0.00822258428224179,0.238068853208974,1.59258208456248,1.43029809356807e-06,0.176797723190329,0.3050517020508
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","power_0.5",74,0.296998741696719,0.287315808959645,0.0882082525694345,6.9653999423623,0.0101802031402794,1.74423957912201,-1.64377509377224,1.64190697454383e-07,0.193453984648859,0.296998741696719
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","power_2",74,0.239240229510518,0.287315808959645,0.0572358874162455,4.37117179044463,0.0400822715078239,19778.1159418138,-130213.70420893,3.02583275318739e-12,0.232749254740164,0.239240229510518
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","boxcox",74,0.338956640492029,0.287315808959645,0.114891604133667,9.34596885111154,0.0031352116546126,0.000128432016044405,0.665234078716177,0.276764004841391,-0.0361393718866077,0.338956640492029
